index,Cycle,Voltage_measured,Current_measured,Temperature_measured,Voltage_load,Time,Current_load,Capacity
263,27,3.4717248332610784,-2.0105791200909495,32.7728354041689,2.576,2325.578,-1.999,1.8683061328264219
264,27,3.4324942605577964,-2.009408425557171,33.78963903684435,2.536,2669.5,-1.999,1.8683061328264219
265,27,3.36032049866345,-2.0101444217569626,35.04735149057679,2.466,3018.031,-1.999,1.8683061328264219
266,27,2.6791565481790345,-2.014215274065676,36.95262564786387,1.859,3372.187,-1.999,1.8683061328264219
267,28,3.82756438334771,-2.0064238239224124,26.303226188889983,2.929,326.391,-1.9988,1.8560244070082998
268,28,3.7416863758768,-2.0107972365714852,28.316515037236254,2.844,654.156,-1.999,1.8560244070082998
269,28,3.6673322401034185,-2.0101658228089203,28.987362346664124,2.771,983.516,-1.999,1.8560244070082998
270,28,3.601347981971883,-2.009424533591466,30.02077766693775,2.705,1314.313,-1.999,1.8560244070082998
271,28,3.546130902678278,-2.0092186195857202,31.01659628280198,2.65,1647.578,-1.999,1.8560244070082998
272,28,3.5034334313372524,-2.0095150287128924,31.902972997217514,2.606,1984.281,-1.999,1.8560244070082998
273,28,3.4685064551610223,-2.009382241907933,32.798591792344475,2.572,2324.484,-1.999,1.8560244070082998
274,28,3.4277496787958732,-2.0114760604068946,33.825330582283684,2.531,2667.984,-1.999,1.8560244070082998
275,28,3.3505636101689666,-2.0113814538891734,35.115084892878734,2.456,3016.094,-1.999,1.8560244070082998
276,28,2.327337743316428,-2.009582473848199,37.20634436607636,1.601,3370.266,-1.999,1.8560244070082998
277,29,3.823699330011827,-2.008346308924038,26.33052429397768,2.923,326.593,-1.9988,1.8451997961855777
278,29,3.737156533581539,-2.0111450721485813,28.32885187683949,2.84,654.312,-1.9988,1.8451997961855777
279,29,3.6628375954025865,-2.0090179302156312,29.020634883239616,2.766,983.718,-1.999,1.8451997961855777
280,29,3.5967481769473455,-2.0109877378310417,30.084001127930318,2.7,1314.531,-1.999,1.8451997961855777
281,29,3.5419377070638003,-2.010684577932375,31.080098350663782,2.645,1647.953,-1.999,1.8451997961855777
282,29,3.4999255838509247,-2.011965198760603,31.986961115581277,2.603,1984.328,-1.999,1.8451997961855777
283,29,3.4641725322170007,-2.0114236570081396,32.908759951921155,2.567,2323.937,-1.999,1.8451997961855777
284,29,3.4221005279743872,-2.0098657089220415,33.96490699535921,2.525,2667.64,-1.9988,1.8451997961855777
285,29,3.335254489211954,-2.0097498574556427,35.295235695057094,2.44,3015.828,-1.999,1.8451997961855777
286,29,2.975122060812226,0.000266507942264031,37.01260943597993,0.0,3370.265,-0.0006,1.8451997961855777
287,30,3.8353172679270155,-2.011229253717546,26.286944981906466,2.935,326.422,-1.9988,1.857228890885317
288,30,3.7482810248706464,-2.009942916063806,28.394369225017037,2.851,654.172,-1.999,1.857228890885317
289,30,3.6708916948022465,-2.0102958571892655,29.053604217613938,2.774,983.781,-1.999,1.857228890885317
290,30,3.6023630841192413,-2.0096598075726777,30.05667807304895,2.705,1315.297,-1.999,1.857228890885317
291,30,3.5459750152073166,-2.008305767222785,31.07361357680408,2.649,1649.187,-1.999,1.857228890885317
292,30,3.5021346177521044,-2.0096857380734146,31.982805052427814,2.605,1985.875,-1.999,1.857228890885317
293,30,3.4656286466538657,-2.0106364148286273,32.9117976160273,2.568,2326.047,-1.999,1.857228890885317
294,30,3.424377178027356,-2.0074738089200634,33.95004997982112,2.528,2670.078,-1.999,1.857228890885317
295,30,3.3452012580526835,-2.013273997810226,35.23265112044109,2.45,3018.469,-1.999,1.857228890885317
296,30,2.2921663510920895,-2.0096073051274304,37.40395047826066,1.566,3372.547,-1.999,1.857228890885317
297,31,3.8302232049351095,-2.0105039358337184,26.568613591463514,2.925,347.281,1.999,1.9247760889090635
298,31,3.740767387816261,-2.009961543200028,28.666607807225624,2.838,693.718,1.999,1.9247760889090635
299,31,3.6630297016787416,-2.0111232214186563,29.166392435295908,2.761,1040.359,1.999,1.9247760889090635
300,31,3.5951979812472246,-2.008253396356192,30.188381452841906,2.693,1386.968,1.999,1.9247760889090635
301,31,3.539862995632869,-2.009567168621184,31.225673433401827,2.638,1733.625,1.999,1.9247760889090635
302,31,3.4984086812937822,-2.0108273887107764,32.11489225170386,2.596,2080.422,1.9992,1.9247760889090635
303,31,3.464455978703122,-2.011496133104498,33.044349685106475,2.562,2427.015,1.9992,1.9247760889090635
304,31,3.425021711638514,-2.0105320182849664,34.14732739742603,2.523,2773.64,1.9992,1.9247760889090635
305,31,3.345953356476638,-2.0109790261545677,35.446051313058824,2.444,3120.484,1.999,1.9247760889090635
306,31,2.4343006861812118,-2.0101843550935627,37.250073961181094,1.607,3470.672,1.999,1.9247760889090635
307,32,3.8323131818520006,-2.011649229232245,26.873109911611245,2.925,337.844,1.999,1.8822317526092551
308,32,3.74190475402254,-2.008725294792937,28.97016688210143,2.838,675.25,1.999,1.8822317526092551
309,32,3.664947679255219,-2.0118465170910897,29.38449149602611,2.762,1012.625,1.999,1.8822317526092551
310,32,3.5973639615604873,-2.010244346846016,30.45185620132218,2.694,1349.891,1.9992,1.8822317526092551
311,32,3.54207596011067,-2.0121225057720107,31.33388233094361,2.639,1687.187,1.999,1.8822317526092551
312,32,3.5004668659953047,-2.0111894363245364,32.21940751396667,2.598,2024.25,1.9992,1.8822317526092551
313,32,3.4664939984101775,-2.0119087082421196,33.14881538829743,2.564,2361.531,1.999,1.8822317526092551
314,32,3.427445094343538,-2.0112477566320583,34.15590652787127,2.524,2698.766,1.999,1.8822317526092551
315,32,3.3547216890195415,-2.009742920385796,35.32048222386714,2.452,3036.234,1.999,1.8822317526092551
316,32,2.730359733203774,-2.010631892046903,37.046222955810286,1.864,3375.156,1.999,1.8822317526092551
317,33,3.828534921895715,-2.011535946811527,26.71644105744131,2.923,338.187,1.999,1.855276687885587
318,33,3.7368600475631135,-2.0088733193892994,28.68168909229796,2.834,675.39,1.999,1.855276687885587
319,33,3.6589745689234183,-2.0079839119956264,29.237326299610572,2.757,1012.672,1.999,1.855276687885587
320,33,3.591090958915085,-2.009867391341454,30.244198454712787,2.689,1349.953,1.999,1.855276687885587
321,33,3.5363742121832584,-2.0078605558201406,31.17794910188283,2.635,1687.219,1.999,1.855276687885587
322,33,3.4948652375732863,-2.009531177703322,32.06390664426399,2.593,2024.453,1.999,1.855276687885587
323,33,3.460013248711251,-2.0104050262731006,33.04863730207983,2.558,2361.203,1.999,1.855276687885587
324,33,3.417812737290968,-2.0094470122442405,33.89476024256014,2.517,2698.594,1.9992,1.855276687885587
325,33,3.3322692664549303,-2.010624273520536,35.36029315667325,2.432,3035.812,1.999,1.855276687885587
326,33,2.8932598293227083,-0.0020921200427067178,37.19147114699458,0.0,3375.578,0.0008,1.855276687885587
327,34,3.825186956964664,-2.008608259107191,26.277927909650813,2.919,338.031,1.9988,1.8392508917181876
328,34,3.73292637992423,-2.0097210740693012,28.337256387218723,2.832,675.266,1.999,1.8392508917181876
329,34,3.6543577373090685,-2.0124038438450493,28.853437637498754,2.754,1012.578,1.999,1.8392508917181876
330,34,3.5859490914205403,-2.0110826070582073,29.868662306989624,2.685,1349.656,1.999,1.8392508917181876
331,34,3.5313389686714842,-2.0119477630309364,30.901194040671832,2.631,1686.672,1.999,1.8392508917181876
332,34,3.4895362222751745,-2.007664231003296,31.88033616018069,2.589,2023.906,1.999,1.8392508917181876
333,34,3.453355425564785,-2.0104848990383157,32.8076584098336,2.553,2361.391,1.999,1.8392508917181876
334,34,3.4087977884476484,-2.0115202253228515,33.8480591220143,2.508,2698.672,1.999,1.8392508917181876
335,34,3.3110170022835144,-2.011445421205132,35.14889910615331,2.411,3035.891,1.999,1.8392508917181876
336,34,3.007118521769048,-0.002808509635838042,36.641884328163755,0.0,3376.203,0.0006,1.8392508917181876
337,35,3.8204939055429157,-2.0063518257756243,26.288058411528663,2.914,338.187,1.999,1.8185396073994429
338,35,3.7272386341061083,-2.0101717420676306,28.275457177712003,2.825,675.64,1.999,1.8185396073994429
339,35,3.648173848019006,-2.010695561342814,28.815802971786432,2.747,1012.719,1.999,1.8185396073994429
340,35,3.5797704897784386,-2.0104596813467275,29.908014735852603,2.679,1350.14,1.999,1.8185396073994429
341,35,3.525410522075291,-2.0080898097612754,30.782292557250294,2.624,1687.547,1.999,1.8185396073994429
342,35,3.483571307922641,-2.012080027786787,31.744527948491374,2.582,2024.828,1.999,1.8185396073994429
343,35,3.4462716776554214,-2.010070806031591,32.58647733391013,2.545,2361.89,1.999,1.8185396073994429
344,35,3.3983572357937994,-2.0111184804932725,33.85306123452751,2.497,2699.5,1.999,1.8185396073994429
345,35,3.2788066450500226,-2.011163868603594,35.10376043997723,2.379,3036.797,1.999,1.8185396073994429
346,36,3.82298974556729,-2.0113570026580656,26.731686888642745,2.913,338.156,1.999,1.8134770059567056
347,36,3.7292000989103227,-2.0096593183136404,28.742727654066606,2.824,675.656,1.999,1.8134770059567056
348,36,3.648849130453719,-2.0114718691510745,29.27530285976934,2.745,1013.047,1.9992,1.8134770059567056
349,36,3.5801939629799646,-2.0081489825770915,30.397252405854548,2.675,1350.344,1.999,1.8134770059567056
350,36,3.525609071910282,-2.008929831600133,31.499862194255325,2.622,1687.563,1.9992,1.8134770059567056
351,36,3.4834622542054006,-2.0142775706959855,32.34636626254836,2.579,2024.953,1.999,1.8134770059567056
352,36,3.446123851875025,-2.0125104029108214,33.347429656326625,2.542,2362.078,1.9992,1.8134770059567056
353,36,3.3973571997014624,-2.0109233749235256,34.461475311272274,2.494,2699.25,1.999,1.8134770059567056
354,36,3.272465514349651,-2.0126372529587893,35.89951124331443,2.371,3036.422,1.999,1.8134770059567056
355,37,3.8220554064921877,-2.0085996404922177,26.438500911810785,2.913,328.547,1.999,1.7971018450305436
356,37,3.7297523036006393,-2.0119815120941684,28.357663907000436,2.827,656.531,1.9988,1.7971018450305436
357,37,3.6501344916550718,-2.010856576644934,28.978455717583753,2.748,984.516,1.999,1.7971018450305436
358,37,3.581751760024268,-2.0112227119253223,29.786000151058353,2.679,1312.219,1.999,1.7971018450305436
359,37,3.527256316764235,-2.00993474700856,31.064944128921447,2.625,1640.078,1.999,1.7971018450305436
360,37,3.4844937780089467,-2.0095726995566014,31.917302010205876,2.582,1967.844,1.999,1.7971018450305436
361,37,3.4472891765429967,-2.0076415510133803,32.91817178423392,2.545,2295.719,1.999,1.7971018450305436
362,37,3.4013623384866687,-2.008948248361327,33.88569127021621,2.5,2623.75,1.999,1.7971018450305436
363,37,3.30449948062196,-2.011577939178626,35.33455223085446,2.403,2951.703,1.999,1.7971018450305436
364,37,2.941469708633559,-0.0034524766516036485,36.971715015585694,0.0,3281.031,0.0006,1.7971018450305436
365,38,3.8176131860204188,-2.0074934968909344,26.260496741650307,2.91,328.61,1.9988,1.7810046294120476
366,38,3.7244439857218206,-2.011877810864949,28.11164781380543,2.822,656.485,1.9988,1.7810046294120476
367,38,3.6448976448292307,-2.0105476059466825,28.823788572868185,2.743,984.344,1.9988,1.7810046294120476
368,38,3.576232498049568,-2.0075945734168785,29.91927068734774,2.674,1312.203,1.9988,1.7810046294120476
369,38,3.522174304472777,-2.010724114094698,30.985765674709725,2.62,1640.156,1.999,1.7810046294120476
370,38,3.4793464060167025,-2.0092935332390742,31.920395989667714,2.578,1968.016,1.999,1.7810046294120476
371,38,3.4413595944040716,-2.0093183139576176,32.919046368416915,2.54,2295.828,1.999,1.7810046294120476
372,38,3.3927289626637207,-2.00872589026363,33.92338057794589,2.492,2623.641,1.999,1.7810046294120476
373,38,3.2812690947335317,-2.0102669359499594,35.36288179292501,2.382,2951.297,1.999,1.7810046294120476
374,38,3.032384423153256,-0.0029079757439511573,36.915969774373714,0.0,3281.375,0.0008,1.7810046294120476
375,39,3.8153742458342603,-2.0090042081907837,26.064565997826346,2.907,328.734,1.999,1.7710130422682329
376,39,3.7216924143893912,-2.0076652506469803,28.088509435719825,2.817,656.828,1.999,1.7710130422682329
377,39,3.64103679789251,-2.008021466977469,28.673784654130575,2.738,984.734,1.999,1.7710130422682329
378,39,3.572283092909084,-2.0113024310894465,29.69753989857595,2.669,1312.406,1.9988,1.7710130422682329
379,39,3.5180773101092946,-2.0118438718409775,30.79330289245622,2.616,1640.265,1.999,1.7710130422682329
380,39,3.474931385633311,-2.0086521877285355,31.83346846393789,2.572,1968.234,1.999,1.7710130422682329
381,39,3.435745629296742,-2.0115577422968545,32.82822607627485,2.533,2296.234,1.999,1.7710130422682329
382,39,3.3853081323685315,-2.011216526855164,33.9829346474293,2.483,2624.218,1.9988,1.7710130422682329
383,39,3.261741387652522,-2.010650636649864,35.42281543246247,2.361,2952.015,1.999,1.7710130422682329
384,39,3.089136578673931,-0.00013297137980789337,36.421513814158075,0.0,3282.64,0.0008,1.7710130422682329
385,40,3.814419305942084,-2.0082756154732646,26.220940865298765,2.902,328.813,1.999,1.7604712448170943
386,40,3.720007315347416,-2.011585766740382,28.26168185230214,2.814,656.688,1.999,1.7604712448170943
387,40,3.6388277254317987,-2.0098107417750244,28.875179839287675,2.733,984.563,1.999,1.7604712448170943
388,40,3.569940778357257,-2.0113407303362387,29.980772871531894,2.665,1312.359,1.999,1.7604712448170943
389,40,3.5155076694462855,-2.0102008160946974,31.10721545940369,2.61,1640.359,1.999,1.7604712448170943
390,40,3.472318730832785,-2.011228318881161,32.07039620797567,2.566,1968.203,1.999,1.7604712448170943
391,40,3.4325751771994177,-2.010780806314268,33.13231193538587,2.527,2296.094,1.999,1.7604712448170943
392,40,3.380500288845594,-2.011159998154198,34.34349806197402,2.474,2623.828,1.999,1.7604712448170943
393,40,3.245044860180139,-2.0119376375158073,35.78779457743535,2.342,2951.734,1.999,1.7604712448170943
394,40,3.141116181804323,-0.001203970078507401,36.44560101453303,0.0,3282.375,0.0006,1.7604712448170943
395,41,3.8149783776923125,-2.0081326157857773,26.778332125129513,2.905,328.625,1.999,1.7502913788006587
396,41,3.719932904782585,-2.0140641807761424,28.83746984168952,2.813,656.735,1.999,1.7502913788006587
397,41,3.6380954911264185,-2.007855413057132,29.42875718096868,2.733,984.469,1.999,1.7502913788006587
398,41,3.5691883928046177,-2.008579672210674,30.653295994229147,2.664,1312.329,1.9992,1.7502913788006587
399,41,3.5147650839620534,-2.0116694744648016,31.71558080028808,2.61,1640.219,1.9992,1.7502913788006587
400,41,3.47130462150803,-2.012969892935004,32.63367202226086,2.566,1968.11,1.9992,1.7502913788006587
401,41,3.4315410938057833,-2.01047789450066,33.73113476338648,2.527,2295.954,1.999,1.7502913788006587
402,41,3.3784254908615106,-2.0096882814135864,34.97303095651059,2.474,2623.891,1.9992,1.7502913788006587
403,41,3.231621881120931,-2.010106552748446,36.58400643244752,2.33,2951.719,1.999,1.7502913788006587
404,41,3.182520370061436,-0.004268117770579311,36.861415138239444,-0.0,3282.969,0.0008,1.7502913788006587
405,42,3.813651819714861,-2.0134629966926805,27.005407854297967,2.903,328.687,1.999,1.7394925037732578
406,42,3.7176425207167565,-2.009840991018036,29.05737099751606,2.811,656.609,1.999,1.7394925037732578
407,42,3.635014202936894,-2.010843211782993,29.65673055547333,2.73,984.437,1.999,1.7394925037732578
408,42,3.565992669207677,-2.010154828642204,30.830206734283806,2.661,1312.5,1.999,1.7394925037732578
409,42,3.5111907425295095,-2.0073216295567153,31.953832571467547,2.607,1640.406,1.999,1.7394925037732578
410,42,3.46771477521533,-2.0105609370219963,32.89281947039324,2.562,1968.094,1.999,1.7394925037732578
411,42,3.426899651404539,-2.007895019952137,33.96620344379746,2.522,2295.765,1.999,1.7394925037732578
412,42,3.3709296753174494,-2.0123899119765554,35.1404107014414,2.466,2623.547,1.999,1.7394925037732578
413,42,3.2049709433336244,-2.009566419377272,36.69032332950836,2.303,2951.234,1.999,1.7394925037732578
414,42,3.199341318281164,-0.002927422765448088,36.82966612855426,0.0,3282.625,0.0006,1.7394925037732578
415,43,3.8143728361268523,-2.010530739117464,26.49376005213494,2.905,307.234,-1.999,1.7546766553637203
416,43,3.724172728336915,-2.00848119149331,28.626151924064164,2.821,616.578,-1.999,1.7546766553637203
417,43,3.6457391244272066,-2.0104356227696694,29.08220669592511,2.743,927.016,-1.999,1.7546766553637203
418,43,3.5781006515869036,-2.0089431785760805,30.194225606055678,2.675,1239.125,-1.999,1.7546766553637203
419,43,3.5233744684051937,-2.009214076127405,31.21990756427082,2.621,1553.078,-1.999,1.7546766553637203
420,43,3.4792211150574595,-2.0115702423640056,32.318699719656216,2.576,1869.828,-1.999,1.7546766553637203
421,43,3.441146486541387,-2.010150000711867,33.28139636974113,2.539,2189.312,-1.9992,1.7546766553637203
422,43,3.3964520828821696,-2.0121498343397874,34.46936441803997,2.494,2512.141,-1.999,1.7546766553637203
423,43,3.3070282186722513,-2.012852571814933,35.87963080740052,2.406,2838.422,-1.999,1.7546766553637203
424,43,2.6121040520395615,-2.0097344432166673,38.00458957156709,1.784,3168.328,-1.999,1.7546766553637203
425,44,3.8182843880308632,-2.0102509358070666,26.672047809618725,2.912,328.609,1.9988,1.7659390941842175
426,44,3.7218251242202562,-2.010126768395784,28.765877954966562,2.82,656.578,1.999,1.7659390941842175
427,44,3.639209960771386,-2.011701601648516,29.15861219480153,2.739,984.64,1.999,1.7659390941842175
428,44,3.5697270602113016,-2.0110288599480826,30.340639897567932,2.669,1312.515,1.999,1.7659390941842175
429,44,3.51475121273075,-2.0078154346976436,31.37887325043694,2.614,1640.5,1.9988,1.7659390941842175
430,44,3.47101793937016,-2.009088989538699,32.480708574945844,2.572,1968.421,1.999,1.7659390941842175
431,44,3.4309106742039877,-2.0092670385497997,33.569935161704805,2.532,2296.203,1.999,1.7659390941842175
432,44,3.3793805205668455,-2.0122862985661265,34.61878843134153,2.48,2624.062,1.999,1.7659390941842175
433,44,3.2481301721446036,-2.0101761835541825,35.9072071960938,2.35,2952.078,1.999,1.7659390941842175
434,44,3.1411811460590675,-0.0017743619731156242,37.12786254939198,0.0,3283.062,0.0006,1.7659390941842175
435,45,3.8084888180131986,-2.0116872280879563,26.21783137716811,2.901,328.703,1.9988,1.7337887419624838
436,45,3.7107728313212087,-2.007643385557974,28.294156567108146,2.807,656.125,1.9988,1.7337887419624838
437,45,3.6278218860449405,-2.012477048554168,28.83319005614735,2.725,984.109,1.9988,1.7337887419624838
438,45,3.559106202565664,-2.007506874102775,30.016250418346978,2.658,1312.031,1.999,1.7337887419624838
439,45,3.5043382598049053,-2.009552340693394,31.139771838576696,2.602,1639.89,1.999,1.7337887419624838
440,45,3.460485545838996,-2.009603138616859,32.28341614898038,2.558,1967.781,1.999,1.7337887419624838
441,45,3.4185925313654173,-2.0115795648365244,33.44164869579052,2.517,2295.515,1.999,1.7337887419624838
442,45,3.3598566547843602,-2.007634768134323,34.648904972480864,2.458,2623.297,1.999,1.7337887419624838
443,45,3.183105762147606,-2.0116137000287355,36.220153490495626,2.285,2951.484,1.999,1.7337887419624838
444,45,3.2396437342174433,9.359851627844101e-05,36.201574507064734,0.0,3283.453,0.0008,1.7337887419624838
445,46,3.8039981948351294,-2.0101016337175333,26.19296106086862,2.896,328.656,1.9988,1.713325912040734
446,46,3.7048740160579636,-2.009892683934079,28.254772090508347,2.801,656.296,1.999,1.713325912040734
447,46,3.6214849014059665,-2.0115463847552135,28.82029613187886,2.718,983.921,1.999,1.713325912040734
448,46,3.5530012012005217,-2.0093438358996227,30.02787419459444,2.65,1311.734,1.999,1.713325912040734
449,46,3.497913925030083,-2.0077839040515753,31.232115280825006,2.595,1639.875,1.999,1.713325912040734
450,46,3.4537548057123533,-2.0097925576306923,32.223666145809474,2.552,1967.734,1.999,1.713325912040734
451,46,3.41007254206952,-2.008834089641843,33.429709544305354,2.508,2295.656,1.999,1.713325912040734
452,46,3.3457161566541345,-2.012050604098401,34.78482324011008,2.444,2623.515,1.999,1.713325912040734
453,46,3.127815547732966,-2.00960763921936,36.36979865216693,2.231,2951.796,1.999,1.713325912040734
454,47,3.8050633725873735,-2.0088764225941858,26.11117795806953,2.895,319.281,1.999,1.7024077813673466
455,47,3.7077294776639835,-2.013067333694211,28.229657303893752,2.802,637.766,1.999,1.7024077813673466
456,47,3.6244976600670236,-2.0076915054034643,28.720690134029777,2.721,956.359,1.999,1.7024077813673466
457,47,3.556006499109936,-2.0092334367199634,29.841853131571188,2.652,1274.703,1.999,1.7024077813673466
458,47,3.5009274256934226,-2.010748730182154,30.941912311198088,2.596,1593.156,1.999,1.7024077813673466
459,47,3.456156893726704,-2.010581266235511,32.11069899277651,2.552,1911.516,1.999,1.7024077813673466
460,47,3.413545780127676,-2.011881773185564,33.25801929340527,2.509,2229.781,1.999,1.7024077813673466
461,47,3.3558618555780573,-2.0117795683404784,34.6645233188376,2.452,2548.203,1.999,1.7024077813673466
462,47,3.203005976021107,-2.013301229622382,36.29844276176577,2.301,2866.687,1.999,1.7024077813673466
463,47,3.2035260893681814,0.00013464312329623072,36.83175405414723,0.0,3187.719,0.0006,1.7024077813673466
464,48,3.8239455128009605,-2.009199110484031,29.371817160010135,2.913,328.75,1.9992,1.82371946178183
465,48,3.7284467531367635,-2.0119345913259763,31.298732111037797,2.821,656.812,1.9992,1.82371946178183
466,48,3.6518512637384455,-2.011443785444131,31.48928469528423,2.745,984.734,1.9992,1.82371946178183
467,48,3.5848650045401427,-2.0103898123153296,32.62501871309893,2.679,1312.594,1.9992,1.82371946178183
468,48,3.531539579781161,-2.0107408320206144,33.66986262098265,2.627,1640.453,1.9992,1.82371946178183
469,48,3.49112310508836,-2.0110145763135368,34.43039838936478,2.586,1968.312,1.9992,1.82371946178183
470,48,3.4581122703310125,-2.0085873600533137,35.38902958100031,2.553,2295.906,1.9992,1.82371946178183
471,48,3.4189025534807698,-2.007131443988831,36.588647795838106,2.514,2623.828,1.9992,1.82371946178183
472,48,3.3385206504374554,-2.0095781626282383,37.78513273091253,2.434,2951.625,1.9992,1.82371946178183
473,48,2.6806198345204977,-2.006883012648667,39.36834076094115,1.814,3280.656,1.9992,1.82371946178183
474,49,3.8283962238240314,-2.0097101440709584,28.354142215982076,2.919,328.578,1.999,1.8081284050314708
475,49,3.7307852481576536,-2.0086519327477252,30.323076321304303,2.824,656.516,1.999,1.8081284050314708
476,49,3.6506025120699648,-2.0090187487116666,30.625495570067486,2.745,984.344,1.999,1.8081284050314708
477,49,3.5822005238662817,-2.0110517932007506,31.831903730865236,2.676,1312.078,1.9992,1.8081284050314708
478,49,3.527956502271281,-2.011508984218824,32.711430426723346,2.622,1639.813,1.9992,1.8081284050314708
479,49,3.4863966521795895,-2.0108254708268074,33.76620664204245,2.58,1967.688,1.9992,1.8081284050314708
480,49,3.4515038752584934,-2.009809418712997,34.68947024474916,2.546,2295.719,1.9992,1.8081284050314708
481,49,3.4095856575863874,-2.0104152357916805,35.915955188284165,2.504,2623.828,1.9992,1.8081284050314708
482,49,3.3215252609061707,-2.010873228579723,37.19427739973964,2.417,2951.766,1.9992,1.8081284050314708
483,49,2.795751048215933,-0.000711390586208313,39.212903178007906,0.0,3280.953,0.0008,1.8081284050314708
484,50,3.82099727892727,-2.009101861077495,27.639610883505945,2.913,328.797,1.999,1.7757610945034283
485,50,3.7213823684736136,-2.012364191151844,29.71188390790528,2.817,656.813,1.999,1.7757610945034283
486,50,3.6402500874787194,-2.0113968011289933,29.986993676275787,2.737,984.719,1.999,1.7757610945034283
487,50,3.571539515746944,-2.011175531919398,31.140002600252195,2.667,1312.625,1.999,1.7757610945034283
488,50,3.517353988031172,-2.008615568258295,32.193804323500146,2.613,1640.407,1.999,1.7757610945034283
489,50,3.4754212419728385,-2.010771195497448,33.209756906209876,2.57,1968.235,1.999,1.7757610945034283
490,50,3.438494395855758,-2.0105318197571727,34.242030479773476,2.533,2296.047,1.999,1.7757610945034283
491,50,3.390948528728511,-2.007476133826388,35.33499749630621,2.486,2624.016,1.999,1.7757610945034283
492,50,3.2756057819393436,-2.0094927270043272,36.86695807416947,2.372,2951.735,1.999,1.7757610945034283
493,50,3.0565509027743722,-0.0028588376787536366,38.00730752847116,-0.0,3282.172,0.0006,1.7757610945034283
494,51,3.812102793601994,-2.010633967233966,27.23819445006847,2.903,328.813,1.999,1.7447409841836798
495,51,3.7108851929988163,-2.0119321732420996,29.203852806843525,2.805,656.688,1.999,1.7447409841836798
496,51,3.6295136866777193,-2.0101843390228074,29.680400262975102,2.726,984.547,1.999,1.7447409841836798
497,51,3.561555653356341,-2.0104354856939075,30.89702890817912,2.658,1312.266,1.999,1.7447409841836798
498,51,3.507878266496426,-2.0090296604826308,31.977947421719833,2.604,1640.406,1.999,1.7447409841836798
499,51,3.4657891642190757,-2.0098108615164936,33.007986012031765,2.562,1968.235,1.999,1.7447409841836798
500,51,3.426871150637229,-2.0088278191575766,34.08362675209323,2.523,2296.125,1.999,1.7447409841836798
501,51,3.373160420110937,-2.0103879716490285,35.259510579486694,2.47,2624.063,1.999,1.7447409841836798
502,51,3.216909960870226,-2.009855681988129,36.85037507783758,2.317,2951.891,1.999,1.7447409841836798
503,51,3.167346834112308,0.0011884652184539464,37.12135762318553,0.0,3283.563,0.0006,1.7447409841836798
504,52,3.8102783866864107,-2.009722441353801,26.9269648482201,2.902,328.985,1.9988,1.729207034132373
505,52,3.707842999716602,-2.0096530186338373,28.923179373838725,2.803,656.922,1.9988,1.729207034132373
506,52,3.6248307873198917,-2.012183945158783,29.430710847113655,2.721,984.828,1.9988,1.729207034132373
507,52,3.556248945698629,-2.009430485537956,30.654183221296858,2.653,1312.766,1.999,1.729207034132373
508,52,3.502222723918674,-2.0093071166166063,31.746956931829526,2.598,1640.953,1.999,1.729207034132373
509,52,3.459266085541334,-2.011881243550446,32.87257246033103,2.556,1968.781,1.999,1.729207034132373
510,52,3.4187105565252627,-2.0095976878179087,33.94758525355287,2.515,2296.688,1.999,1.729207034132373
511,52,3.3608214946835084,-2.0120426404911114,35.25513578774709,2.458,2624.61,1.999,1.729207034132373
512,52,3.181367495185983,-2.0103742165526386,36.80451165928706,2.282,2952.469,1.999,1.729207034132373
513,53,3.807767571662366,-2.0096095058702264,26.881041230360967,2.896,319.359,1.999,1.7081086552553244
514,53,3.7069603626264733,-2.0116382714422363,28.952038653925406,2.801,637.812,1.999,1.7081086552553244
515,53,3.6253000188465725,-2.012656339263535,29.396609581193598,2.719,956.125,1.999,1.7081086552553244
516,53,3.5570157866390155,-2.0069955009265104,30.595727975430798,2.652,1274.609,1.999,1.7081086552553244
517,53,3.503419556150737,-2.011392504084397,31.74713789898266,2.598,1593.203,1.999,1.7081086552553244
518,53,3.4599007633697405,-2.0104112203388205,32.84263243358143,2.554,1911.703,1.999,1.7081086552553244
519,53,3.4199235487747397,-2.0118774717429337,33.95696417226869,2.514,2230.25,1.999,1.7081086552553244
520,53,3.3665253286869303,-2.0109640033146556,35.168952451765385,2.46,2548.75,1.999,1.7081086552553244
521,53,3.2262653955685208,-2.0093263131333243,36.747693857072875,2.323,2867.219,1.999,1.7081086552553244
522,53,3.168354759087551,-0.0015840886468241595,37.48020265569701,0.0,3188.359,0.0008,1.7081086552553244
523,54,3.8072749777406263,-2.01004795743626,27.204082241589116,2.894,319.218,1.999,1.6975954237461768
524,54,3.7057542879575247,-2.0105795522395082,29.29517074438189,2.798,637.578,1.999,1.6975954237461768
525,54,3.622902066601576,-2.0080093428752592,29.714942466767237,2.716,955.937,1.999,1.6975954237461768
526,54,3.554453562419277,-2.0108759535896454,30.996325059253618,2.648,1274.484,1.999,1.6975954237461768
527,54,3.4999460645008407,-2.0109785625972583,32.1248990883329,2.594,1592.968,1.999,1.6975954237461768
528,54,3.456572144029626,-2.0032651881069197,33.2240840915475,2.55,1911.515,1.999,1.6975954237461768
529,54,3.415700333705868,-2.0111271713701124,34.395987704132615,2.51,2230.031,1.999,1.6975954237461768
